,,Recensione,Esito
Amazon,312,Phone now holds charge like it did when it was new.,1
Amazon,313,The battery is unreliable as well as the service use antena.,0
Amazon,314,It's uncomfortable and the sound quality is quite poor compared with the phone (Razr) or with my previous wired headset (that plugged into an LG).,0
Amazon,315,We have gotten a lot of compliments on it.,1
Amazon,316,This is definitely a must have if your state does not allow cell phone usage while driving.,1
Amazon,317,I want my money back.,0
Amazon,318,I love this device.,1
Amazon,319,I am also very happy with the price.,1
Amazon,320,I ordered this product first and was unhappy with it immediately.,0
Amazon,321,The Ngage is still lacking in earbuds.,0
Amazon,322,I was able to do voice dialing in the car with no problem.,1
Amazon,323,"I have 2-3 bars on my cell phone when I am home, but you cant not hear anything.",0
Amazon,324,"good item, low price.",1
Amazon,325,"However-the riingtones are not the best, and neither are the games.",0
Amazon,326,The plug did not work very well.,0
Amazon,327,AMAZON SUCKS.,0
Amazon,328,Rip off---- Over charge shipping.,0
Amazon,329,VERY comfortable.,1
Amazon,330,The battery is working well as a replacement for the original that came with the phone over 2 years ago.,1
Amazon,331,The reception is excellent!,1
Amazon,332,"It fits comfortably in either ear, the sound is clear and loud, and the charge lasts a couple of days.",1
Amazon,333,"very clear, quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset.",1
Amazon,334,1. long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2.,0
Amazon,335,Obviously there is a problem with the adhesive.,0
Amazon,336,Very disappointing.,0
Amazon,337,"It was an inexpensive piece, but I would still have expected better quality.",0
Amazon,338,It is practically useless and did not add any kind of boost to my reception after I bought it.,0
Amazon,339,Excellent sound quality.,1
Amazon,340,Was not happy.,0
Amazon,341,A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!,0
Amazon,342,New Battery works great in phone.,1
Amazon,343,Worst customer service.,0
Amazon,344,"I've dropped my phone more times than I can say, even on concrete and my phone is still great (knock on wood!).",1
Amazon,345,Reception is terrible and full of static.,0
Amazon,346,Good audio quality.,1
Amazon,347,This little device has transformed my organizational capability and made my life a whole lot easier.,1
Amazon,348,"I was sitting in my vehicle, with the cradle on my belt, and the headset lost signal.",0
Amazon,349,Were JERKS on the phone.,0
Amazon,350,Works like a charm.. Works as advertised.,1
Amazon,351,"Comfortable, Nice Range, Good Battery Life.",1
Amazon,352,Their network coverage in Los Angeles is horrible.,0
Amazon,353,Excellent starter wireless headset.,0
Amazon,354,"The loudspeaker option is great, the bumpers with the lights is very ... appealing.",0
Amazon,355,The only thing that I think could improve is the sound leaks out from the headset.,0
Amazon,356,"First off the reception sucks, I have never had more than 2 bars, ever.",0
Amazon,357,The phone gets EXTREMELY HOT!,0
Amazon,358,"The microphone also works well, but (according to people I have called) it applifies everything.",1
Amazon,359,Nice design and quality.,1
Amazon,360,"Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.",0
Amazon,361,"It is light, easy to use, and has very clear reception and transmission.",1
Amazon,362,"bad fit, way too big.",0
Amazon,363,It definitely was not as good as my S11.,1
Amazon,364,awesome device.,1
Amazon,365,Waste of money.,0
Amazon,366,"I had ordered a motorola data cable, got a very well finished and working product.",1
Amazon,367,Love This Phone.,1
Amazon,368,I was looking for this headset for a long time and now that I've got it I couldn't be happier.,1
Amazon,369,"I'll be drivng along, and my headset starts ringing for no reason.",0
Amazon,370,Display is excellent and camera is as good as any from that year.,1
Amazon,371,Battery life is also great!,1
Amazon,372,The worst phone I've ever had.... Only had it for a few months.,0
Amazon,373,Not a good item.. It worked for a while then started having problems in my auto reverse tape player.,0
Amazon,374,This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.,0
Amazon,375,Protects the phone on all sides.,1
Amazon,376,This is a VERY average phone with bad battery life that operates on a weak network.,0
Amazon,377,"Clear Skype Calls, Long Battery Life, Long Range.",1
Amazon,378,Soyo technology sucks.,0
Amazon,379,Great Hands Free Device.,1
Amazon,380,"you can even take self portraits with the outside (exterior) display, very cool.",1
Amazon,381,Same problem as others have mentioned.,0
Amazon,382,After trying many many handsfree gadgets this is the one that finally works well.,1
Amazon,383,Magical Help.,1
Amazon,384,The worst piece of crap ever along with the Verizon customer service.,0
Amazon,385,Poor sound quality.,0
Amazon,386,The best phone in market :).,1
Amazon,387,It worked very well.,1
Amazon,388,The company shipped my product very promptly and it works well.,1
Amazon,389,Exactly what I wanted.,1
Amazon,390,The picture resolution is far below what other comparably-priced phones are offering today.,0
Amazon,391,This is a great deal.,1
Amazon,392,"Excellent product, I am very satisfied with the purchase.",1
Amazon,393,I highly recommend these and encourage people to give them a try.,1
Amazon,394,Better than you'd expect.,1
Amazon,395,"Using all earpieces, left or right, this thing will not stay on my ear.",0
Amazon,396,Great product and price.,1
Amazon,397,"Sounds good reasonably priced and effective, Its that simple !",1
Amazon,398,Still Waiting...... I'm sure this item would work well.. if I ever recieve it!,0
Amazon,399,what a disappointment,0
Amazon,400,Very prompt service.,1
Amazon,401,Excellent product for the price.,1
Amazon,402,Very pleased with this headset.,1
Amazon,403,don't waste your money and time.,0
Amazon,404,I especially love the long battery life.,1
Amazon,405,"It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.",0
Amazon,406,Works great.,1
Amazon,407,Plantronics Bluetooth Excelent Buy.,1
Amazon,408,I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.,0
Amazon,409,I'll be looking for a new earpiece.,0
Amazon,410,I highly recommend this device to everyone!,1
Amazon,411,Jawbone Era is awesome too!,1
Amazon,412,We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement,0
Amazon,413,After a year the battery went completely dead on my headset.,0
Amazon,414,"I have used several phone in two years, but this one is the best.",1
Amazon,415,An Awesome New Look For Fall 2000!.,1
Amazon,416,This is the first phone I've had that has been so cheaply made.,0
Amazon,417,"Att is not clear, sound is very distorted and you have to yell when you talk.",0
Amazon,418,The plastic breaks really easy on this clip.,0
Amazon,419,Price is good too.,1
Amazon,420,Don't make the same mistake I did.,0
Amazon,421,Oh and I forgot to also mention the weird color effect it has on your phone.,0
Amazon,422,I'm using it with an iriver SPINN (with case) and it fits fine.,1
Amazon,423,Also the area where my unit broke).- I'm not too fond of the magnetic strap.,0
Amazon,424,"Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.",1
Amazon,425,"every thing on phone work perfectly, she like it.",1
Amazon,426,"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.",0
Amazon,427,IT'S REALLY EASY.,1
Amazon,428,My Sanyo has survived dozens of drops on blacktop without ill effect.,1
Amazon,429,Fantastic earphones.,1
Amazon,430,It finds my cell phone right away when I enter the car.,1
Amazon,431,Low Quality.,0
Amazon,432,I highly recommend this modest priced cellular phone.,1
Amazon,433,But it does get better reception and clarity than any phone I've had before.,1
Amazon,434,Warning - Stay away.,0
Amazon,435,I wish I could return the unit and get back my money.,0
Amazon,436,Awsome Device Works Great!!.,1
Amazon,437,I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.,0
Amazon,438,"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.",0
Amazon,439,Very Displeased.,0
Amazon,440,"I might have gotten a defect, but I would not risk buying it again because of the built quality alone.",0
Amazon,441,They made this case too small and is very difficult to install.,0
Amazon,442,Restored my phone to like new performance.,1
Amazon,443,"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.",1
Amazon,444,"I searched the Internet, and found this one to be the best value.",1
Amazon,445,Does not fit.,0
Amazon,446,Very happy with this product.,1
Amazon,447,"The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.",1
Amazon,448,There's really nothing bad I can say about this headset.,0
Amazon,449,"i'm glad i found this product on amazon it is hard to find, it wasn't high priced.",1
Amazon,450,Portable and it works.,1
Amazon,451,"My colleague & I now get great reception.A little expensive, but performance is great.",1
Amazon,452,I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,0
Amazon,453,I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,0
Amazon,454,Not good when wearing a hat or sunglasses.,0
Amazon,455,Timely shipment and quality product.,1
Amazon,456,Nice solid keyboard.,1
Amazon,457,Very well made and fits my Surefire GX2 perfectly.,1
Amazon,458,Horrible phone.,0
Amazon,459,BT50 battery junk!.,0
Amazon,460,We would recommend these to others.,1
Amazon,461,Cant get the software to work with my computer.,0
Amazon,462,Disappointed!.,0
Amazon,463,poor voice clarity.,0
Amazon,464,The battery works great!,1
Amazon,465,No buyers remorse on this one!.,0
Amazon,466,Very disappointed in AccessoryOne.,0
Amazon,467,I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.,0
Amazon,468,"Looks great and is strong.""",1
Amazon,469,"I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.",1
Amazon,470,The update procedure is difficult and cumbersome.,0
Amazon,471,Disappointment.. I hate anything that goes in my ear.,0
Amazon,472,Great software for Motorolas.,1
Amazon,473,The delivery was on time.,1
Amazon,474,Very easy to use.,1
Amazon,475,"Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).",0
Amazon,476,The volume switch rocketed out of the unit to a destination unknown.,0
Amazon,477,"It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous.",1
Amazon,478,I'd like to return it.,0
Amazon,479,The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.,1
Amazon,480,"Verizon's bills, however, are difficult to understand even though their pricing plans are simple.",0
Amazon,481,"After charging overnight, these batteries work great.",1
Amazon,482,You won't regret it!,1
Amazon,483,I love this phone!.,1
Amazon,484,A Disappointment.,0
Amazon,485,Its not user friendly.,0
Amazon,486,Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.,0
Amazon,487,"Then I exchanged for the same phone, even that had the same problem.",0
Amazon,488,This results in the phone being either stuck at max volume or mute.,0
Amazon,489,This PDA rocks.,1
Amazon,490,"It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles.",1
Amazon,491,"I would definitely recommend the Jabra BT250v for those who are looking for comfort, clarity and a great price!",1
Amazon,492,I had Verizon 2 years ago and really liked their service.,1
Amazon,493,Pretty piece of junk.,0
Amazon,494,Plug was the wrong size.,0
Amazon,495,Works as described.,1
Amazon,496,Save your money.... I've had this item for 11 months now.,0
Amazon,497,Bad Purchase.,0
Amazon,498,WELL IM SATISFIED.,1
Amazon,499,"The bose noise cancelling is amazing, which is very important for a NYC commuter.",1
Amazon,500,This battery is an excellent bargain!,1
Amazon,501,Defective crap.,0
Amazon,502,I would have given no star if I was able.,0
Amazon,503,I wear glasses and it fits fine with them.,1
Amazon,504,"The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.",0
Amazon,505,I would not recommend this item to anyone.,0
Amazon,506,The holster that arrived did not match the photo in the ad.,0
Amazon,507,great...no problems at all!.,1
Amazon,508,"As an earlier review noted, plug in this charger and nothing happens.",0
Amazon,509,This frog phone charm is adorable and very eye catching.,1
Amazon,510,You never know if you pushed it hard enough or the right number of times for the function you want or not.,0
Amazon,511,The sound is clear and the people I talk to on it are amazed at the quality too.,1
Amazon,512,I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.,1
Amazon,513,"very good product, well made.",1
Amazon,514,Mobile Phone Tools are a must have.,1
Amazon,515,I am very impressed with the job that Motorola did on the sturdiness of this phone.,1
Amazon,516,"I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.",1
Amazon,517,The phone is sturdy and waterproof.,1
Amazon,518,I am not impressed with this and i would not recommend this item to anyone.,0
Amazon,519,My only complaint is the standard sound volume is a little low even when turned up to 5(of 5),0
Amazon,520,Thanks again to Amazon for having the things I need for a good price!,1
Amazon,521,I ended up sliding it on the edge of my pants or back pockets instead.,1
Amazon,522,I had to go to a store and bought a new NOKIA phone which is working great.,1
Amazon,523,Works great!.,1
Amazon,524,REALLY UGLY.,0
Amazon,525,"horrible, had to switch 3 times.",0
Amazon,526,The noise shield is incrediable.,1
Amazon,527,No real improvement.,0
Amazon,528,Razr Battery - Good buy.,1
Amazon,529,Keep up the good work Amazon!!,1
Amazon,530,They refuse to refund or replace.,0
Amazon,531,Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.,0
Amazon,532,So I basically threw my money out the window for nothing.,0
Amazon,533,Great case and price!,1
Amazon,534,All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.,0
Amazon,535,"Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.",1
Amazon,536,"Small, sleek, impressive looking, practical setup with ample storage in place.",1
Amazon,537,The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.,1
Amazon,538,none of the new ones have ever quite worked properly.,0
Amazon,539,I am glad I purchased it.,1
Amazon,540,I've missed numerous calls because of this reason.,0
Amazon,541,"Perhaps my phone is defective, but people cannot hear me when I use this.",0
Amazon,542,Don't buy this product.,0
Amazon,543,"sucked, most of the stuff does not work with my phone.",0
Amazon,544,"No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.",1
Amazon,545,Worst software ever used.... If I could give this zero stars I would.,0
Amazon,546,Trying to make a call on these is an exercise in frustration.,0
Amazon,547,The case is a flimsy piece of plastic and has no front or side protection whatsoever.,0
Amazon,548,"I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.",1
Amazon,549,"I love the camera, it's really pretty good quality.",1
Amazon,550,Thank you for such great service.,1
Amazon,551,Its a total package.,1
Amazon,552,"The seller is very understanding and patient, I would definitely buy from them again.",1
Amazon,553,I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.,0
Amazon,554,It's AGGRAVATING!,0
Amazon,555,Great product for the price!.,1
Amazon,556,"I have purchased these for both family and friends, and all enjoy their clarity and ease of use",1
Amazon,557,Virgin Wireless rocks and so does this cheap little phone!,1
Amazon,558,"None of it works, just don't buy it.",0
Amazon,559,"Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",0
Amazon,560,Please dont waste your money.,0
Amazon,561,"All in all, I'm quite satisfied with this purchase.",1
Amazon,562,"If you are looking for a good quality Motorola Headset keep looking, this isn't it.",0
Amazon,563,Yet Plantronincs continues to use the same flawed charger design.,0
Amazon,564,Disapointing Results.,0
Amazon,565,Cumbersome design.,0
Amazon,566,"Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!",1
Amazon,567,Great Product.,1
Amazon,568,It's A PIECE OF CRAP!,0
Amazon,569,"My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!",0
Amazon,570,This fixes all the problems.,1
Amazon,571,Worst ever.,0
Amazon,572,I am very happy,1
Amazon,573,"I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.",1
Amazon,574,"I can barely ever hear on it and am constantly saying ""what?""",0
Amazon,575,The battery life is highly unacceptable.,0
Amazon,576,That company is a joke.,0
Amazon,577,It does everything the description said it would.,1
Amazon,578,Due to this happening on every call I was forced to stop using this headset.,0
Amazon,579,"It works great with a car charger, especially if you cannot plug in two adapters at the same time.",1
Amazon,580,"Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data.",0
Amazon,581,"Voice Quality, Signal Strength, Dropped Calls.",0
Amazon,582,"It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.",1
Amazon,583,Better than expected.,1
Amazon,584,"It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.",0
Amazon,585,Battery is holding up well.,1
Amazon,586,Also difficult to put on.I'd recommend avoiding this product.,0
Amazon,587,"I only used it two days, and it wasn't always easy to hear with.",0
Amazon,588,I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.,0
Amazon,589,Sprint - terrible customer service.,0
Amazon,590,Linked to my phone without effort.,1
Amazon,591,THey are so cool!,1
Amazon,592,Easy to use.,1
Amazon,593,Better Than New.,1
Amazon,594,"What possesed me to get this junk, I have no idea...",0
Amazon,595,Piece of trash.,0
Amazon,596,A pretty good product.,1
Amazon,597,This is a great phone!.,1
Amazon,598,"For the price on Amazon, it is an excellent product, which I would highly recommend.",1
Amazon,599,Their Research and Development division obviously knows what they're doing.,1
Amazon,600,"The real killer is the volume, and of course it breaking.",0
Amazon,601,Those phones are working just fine now.,1
Amazon,602,I am more than happy with this product.,1
Amazon,603,Poor Construction.,0
Amazon,604,This is infuriating.,0
Amazon,605,"Overall, I would recommend this phone over the new Walkman.",1
Amazon,606,Sprint charges for this service.,0
Amazon,607,"It is cheap, and it feel and look just as cheap.",0
Amazon,608,It fits my ear well and is comfortable on.,1
Amazon,609,It doesn't work in Europe or Asia.,0
Amazon,610,clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,1
Amazon,611,I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,1
Amazon,612,I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,1
Amazon,613,the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,0
Amazon,614,the charger worked for about a week and then completely stopped charging my phone.,0
Amazon,615,Poor product.,0
Amazon,616,However I needed some better instructions.,0
Amazon,617,You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.,0
Amazon,618,Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).,1
Amazon,619,"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",0
Amazon,620,DO NOT BUY DO NOT BUYIT SUCKS,0
Amazon,621,This is a great product..... sure beats using your fingers!.,1
Amazon,622,"Plus, I seriously do not believe it is worth its steep price point.",0
Amazon,623,All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.,1
Amazon,624,Very Dissapointing Performance.,0
Amazon,625,Don't make the same mistake that I did and please don't buy this phone.,0
Amazon,626,This phone might well be the worst I've ever had in any brand.,0
Amazon,627,Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,0
Amazon,628,I recommend iGo to anyone with different brand cell phones/mp3 players in the family.,1
Amazon,629,Don't bother - go to the store.,0
Amazon,630,"I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!",1
Amazon,631,I did not have any problem with this item and would order it again if needed.,1
Amazon,632,You get what you pay for I guess.,0
Amazon,633,"Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection.",1
Amazon,634,im surprised this is a good quality car charger and there's not much reviews about it.,1
Amazon,635,These are fabulous!,1
Amazon,636,"However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.",0
Amazon,637,I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.,1
Amazon,638,Disappointing accessory from a good manufacturer.,0
Amazon,639,"Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.",0
Amazon,640,Very wind-resistant.,1
Amazon,641,"Obviously they have a terrible customer service, so you get what you pay for.",0
Amazon,642,"They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.",1
Amazon,643,"I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.",0
Amazon,644,Linksys should have some way to exchange a bad phone for a refurb unit or something!,0
Amazon,645,Phone is sturdy as all nokia bar phones are.,1
Amazon,646,Great phone.,1
Amazon,647,"When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides.",0
Amazon,648,I'm pleased.,1
Amazon,649,Battery is terrible.,0
Amazon,650,I found the product to be easy to set up and use.,1
Amazon,651,The earpiece on this is too large or too heavy...it keeps falling out of my ear.,0
Amazon,652,Utter crap.. Sound quality is TERRIBLE.,0
Amazon,653,"The charger arrived within the promised timeframe, but it did not work.",0
Amazon,654,"No ear loop needed, it's tiny and the sound is great.",1
Amazon,655,"Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor.",0
Amazon,656,"The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.",1
Amazon,657,Talk about USELESS customer service.,0
Amazon,658,"It felt too light and ""tinny."".",0
Amazon,659,This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.,0
Amazon,660,I'm happy about this purchase- good quality and low price.,1
Amazon,661,I love the look and feel of Samsung flipphones.,1
Amazon,662,Its well-designed and very sharp -- the blue is a very nice color.,1
Amazon,663,Does everything it should and more.,1
Amazon,664,I could not recommend these more.,0
Amazon,665,Nice Sound.,1
Amazon,666,"Looks good in the picture, but this case was a huge disappointment!!",0
Amazon,667,Much less than the jawbone I was going to replace it with.,1
Amazon,668,Setup went very smoothly.,1
Amazon,669,its extremely slow and takes forever to do anything with it.,0
Amazon,670,"A must study for anyone interested in the ""worst sins"" of industrial design.",0
Amazon,671,The first thing that happened was that the tracking was off.,0
Amazon,672,"It is well made, easy to access the phone and has a handy, detachable belt clip.",1
Amazon,673,Then I had to continue pairing it periodically since it somehow kept dropping.,0
Amazon,674,Can't upload ringtones from a third party.,0
Amazon,675,"Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.",0
Amazon,676,Truly awful.,0
Amazon,677,"It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.",1
Amazon,678,The volume for the ringer is REAL good (you have choices how loud).,1
Amazon,679,And none of the tones is acceptable.,0
Amazon,680,camera color balance is AWFUL.,0
Amazon,681,"This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless.",0
Amazon,682,I love the ringtones because they are so upbeat!,1
Amazon,683,Chinese Forgeries Abound!.,0
Amazon,684,Easy to pair with my Samsung Cell.,1
Amazon,685,The instructions didn't explain that a microphone jack could be used.,0
Amazon,686,i would advise to not purchase this item it never worked very well.,0
Amazon,687,Too bad you have to pay up to $$$ a month for the service!,0
Amazon,688,Works well.,1
Amazon,689,The nokia CA-42 USB cable did not work with my phone.,0
Amazon,690,Clear crisp sound.,1
Amazon,691,"I have to use the smallest earpieces provided, but it stays on pretty well.",1
Amazon,692,"The biggest complaint I have is, the battery drains superfast.",0
Amazon,693,The design might be ergonomic in theory but I could not stand having these in my ear.,0
Amazon,694,Do NOT buy if you want to use the holster.,0
Amazon,695,The phone can also take great pictures and even video clips.,1
Amazon,696,It doesn't make you look cool.,0
Amazon,697,"Because both ears are occupied, background is not distracting at all.",1
Amazon,698,"Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.",1
Amazon,699,"Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.",0
Amazon,700,You can't beat the price on these.,1
Amazon,701,"* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!",1
Amazon,702,lightweight and works well.,1
Amazon,703,So just beware.,0
Amazon,704,I love this cable - it allows me to connect any mini-USB device to my PC.,1
Amazon,705,So anyone near you will hear part of your conversation.,0
Amazon,706,This is cool because most cases are just open there allowing the screen to get all scratched up.,1
Amazon,707,I bought this phone as a replacement for my StarTac and have regretted it since.,0
Amazon,708,Appears to actually outperform the original battery from China that came with my V325i.,1
Amazon,709,Can't store anything but phone numbers to SIM.,0
Amazon,710,"It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.",0
Amazon,711,Poor quality.,0
Amazon,712,"jabra ear gels ""R"" the best!.",1
Amazon,713,Not worth it.,0
Amazon,714,The phone crashed completely and now I have to get it replaced.,0
Amazon,715,"It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned.",1
Amazon,716,"Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).",0
Amazon,717,It was a great phone.,1
Amazon,718,if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.,0
Amazon,719,"Good value, works fine - power via USB, car, or wall outlet.",1
Amazon,720,My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.,1
Amazon,721,This is simply the BEST bluetooth headset for sound quality!,1
Amazon,722,Think it over when you plan to own this one!This sure is the last MOTO phone for me!,0
Amazon,723,"In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?",1
Amazon,724,I have always used corded headsets and the freedom from the wireless is very helpful.,1
Amazon,725,"This case has passed the one year mark and while it shows signs of wear, it is 100% functional.",1
Amazon,726,"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.",1
Amazon,727,It has everything I need and I couldn't ask for more.,1
Amazon,728,After receiving and using the product for just 2 days it broke.,0
Amazon,729,This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.,1
Amazon,730,None of the three sizes they sent with the headset would stay in my ears.,0
Amazon,731,T-Mobile has the best customer service anywhere.,1
Amazon,732,Arrived quickly and much less expensive than others being sold.,1
Amazon,733,We have tried 2 units and they both failed within 2 months.. Pros,0
Amazon,734,"Provides good protection and looks classy, too.",1
Amazon,735,Krussel Always good.,1
Amazon,736,"The tracfonewebsite is user friendly and makes it easy toactivate, etc.",1
Amazon,737,The design is very good.4.,1
Amazon,738,I great reception all the time.,1
Amazon,739,I would highly recommend this product.,1
Amazon,740,"Couldn't use the unit with sunglasses, not good in Texas!",0
Amazon,741,It dit not work most of the time with my Nokia 5320.,0
Amazon,742,"Bought mainly for the charger, which broke soon after purchasing.",0
Amazon,743,"If you like a loud buzzing to override all your conversations, then this phone is for you!",0
Amazon,744,Fantastic buy and will get again for whatever my next phone is,1
Amazon,745,"stay away from this store, be careful.",0
Amazon,746,This BlueAnt Supertooth hands-free phone speaker is AWESOME.,1
Amazon,747,Does not fit.,0
Amazon,748,.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.,1
Amazon,749,"It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.",1
Amazon,750,disappointing.,0
Amazon,751,Blue Ant is easy to use.,1
Amazon,752,Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.,1
Amazon,753,The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,0
Amazon,754,Then a few days later the a puff of smoke came out of the phone while in use.,0
Amazon,755,It's very convenient and simple to use - gets job done & makes the car ride so much smoother.,1
Amazon,756,The nano stated it.My son was dissapointed.,0
Amazon,757,The sound quality is excellent as well.,1
Amazon,758,Its the best headset I have used.,1
Amazon,759,Would not reccommend.,0
Amazon,760,They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.,1
Amazon,761,Just what I wanted.,1
Amazon,762,This particular model would not work with my Motorola Q smartphone.,0
Amazon,763,wont work right or atleast for me.,0
Amazon,764,in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.,0
Amazon,765,"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.",0
Amazon,766,"I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good",0
Amazon,767,Great product.,1
Amazon,768,Crisp and Clear.,1
Amazon,769,AFter the first charge kept going dead after 12 minutes.,0
Amazon,770,"VERY cheap plastic, creaks like an old wooden floor.",0
Amazon,771,"I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.",0
Amazon,772,The reception has been generally good.,1
Amazon,773,"Excellent sound, battery life and inconspicuous to boot!.",1
Amazon,774,Great bluetooth!.,1
Amazon,775,I highly recommend this case.,1
Amazon,776,WORTHWHILE.,1
Amazon,777,This is a great deal.,1
Amazon,778,"After my phone got to be about a year old, it's been slowly breaking despite much care on my part.",0
Amazon,779,I am sorry I made this purchase.,0
Amazon,780,I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.,0
Amazon,781,Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.,0
Amazon,782,It was horrible!.,0
